id,compound_name,species,strain,dosage,age_at_initiation,treatment_duration,avg_lifespan_change_percent,avg_lifespan_significance,max_lifespan_change_percent,max_lifespan_significance,gender_new,weight_change_percent,weight_change_significance,ITP,pubmed_id,notes,last_modified
3685,Raspberry extract,Caenorhabditis elegans,,80 mg/mL,,,29.7,S,,NA,Unknown,,NA,No,32285078,,2024-06-17 08:57:20
3684,Raspberry extract,Caenorhabditis elegans,,40 mg/mL,,,22.9,S,,NA,Unknown,,NA,No,32285078,,2024-06-17 08:57:20
3683,Raspberry extract,Caenorhabditis elegans,,20 mg/mL,,,13.6,S,,NA,Unknown,,NA,No,32285078,,2024-06-17 08:57:20
3681,Polyherbal phytomedicine,Caenorhabditis elegans,,0.01 µg/ml ,,,16.09,S,,NA,Unknown,,NA,No,27853905,,2024-06-17 08:57:20
3680,Holothuria scabra extract,Caenorhabditis elegans,N2,0.1% DMSO,,,8.12,S,,NA,Unknown,,NA,No,29902502,"In lifespan assays the highest anti-ageing effect was detected in WBBU- and BWEA-treated C. elegans with increased mean lifespans of 8.12% and 4.77%, respectively.",2024-06-17 08:57:20
3679,Betula utilis extract,Caenorhabditis elegans,N2,100 μg/ml,,,25.72,S,,NA,Unknown,,NA,No,31669661,,2024-06-17 08:57:20
3678,Betula utilis extract,Caenorhabditis elegans,N2,10 μg/ml,,,21.79,S,,NA,Unknown,,NA,No,31669661,,2024-06-17 08:57:20
3677,Betula utilis extract,Caenorhabditis elegans,N2,50 μg/ml,,,35.99,S,,NA,Unknown,,NA,No,31669661,p < 0.001,2024-06-17 08:57:20
3676,Glycyrrhizae radix extract,Caenorhabditis elegans,N2,0.24 g/mL,,,18.0,S,,NA,Unknown,,NA,No,26626487,p < 0.01,2024-06-17 08:57:20
3675,Glycyrrhizae radix extract,Caenorhabditis elegans,N2,0.18 g/ml,,,12.5,S,,NA,Unknown,,NA,No,26626487,p < 0.01,2024-06-17 08:57:20
3674,Puer tea extract,Caenorhabditis elegans,,2 mg/ml,,,,S,,NA,Unknown,,NA,No,28750751,p < 0.05,2024-06-17 08:57:20
3673,Puer tea extract,Caenorhabditis elegans,,0.67 mg/ml,,,,S,,NA,Unknown,,NA,No,28750751,p < 0.01,2024-06-17 08:57:20
3672,Puer tea extract,Caenorhabditis elegans,,0.223 mg/ml,,,,S,,NA,Unknown,,NA,No,28750751,p < 0.01,2024-06-17 08:57:20
3671,Black tea extract,Caenorhabditis elegans,,2 mg/ml,,,,S,,NA,Unknown,,NA,No,28750751,p < 0.05,2024-06-17 08:57:20
3670,Black tea extract,Caenorhabditis elegans,,0.67 mg/ml,,,,S,,NA,Unknown,,NA,No,28750751,p< 0.001,2024-06-17 08:57:20
3669,Black tea extract,Caenorhabditis elegans,,0.223 mg/ml,,,,S,,NA,Unknown,,NA,No,28750751,p < 0.001,2024-06-17 08:57:20
3668,Green tea extract,Caenorhabditis elegans,,0.25 mg/ml,,,,S,,NA,Unknown,,NA,No,28750751,p < 0.001,2024-06-17 08:57:20
3667,Green tea extract,Caenorhabditis elegans,,0.125 mg/ml,,,,S,,NA,Unknown,,NA,No,28750751,p < 0.001,2024-06-17 08:57:20
3666,Purple sweet potato extract,Drosophila melanogaster,,10 mg/mL,,,,S,14.0,NA,Unknown,,NA,No,27329928,Supplementation of PSPA could partially reverse the fat-induced mortality,2024-06-17 08:57:20
3665,(2R)-1-(1-benzofuran-2-yl)-N-propylpentane-2-amine,Rattus norvegicus,,0.05mg/kg ,,,14.0,S,,NA,Male,,NA,No,27777099,,2024-06-17 08:57:20
3661,Procaine HCl,Drosophila melanogaster,Canton S,200 mg/100 mL of medium,,,18.0,NS,5.0,NA,Female,,NA,No,4397875,,2024-06-17 08:57:20
3660,Colchine,Drosophila melanogaster,Canton S,0.25 mg/100 mL of medium,,,25.0,NS,14.0,NA,Female,,NA,No,4397875,,2024-06-17 08:57:20
3659,Chlorpheniramine maleate,Drosophila melanogaster,Canton S,16 mg/100 mL of medium,,,18.0,NS,3.0,NA,Female,,NA,No,4397875,,2024-06-17 08:57:20
3658,Cyclizine HCl,Drosophila melanogaster,Canton S,50 mg/100 mL of medium,,,6.0,NS,6.0,NA,Female,,NA,No,4397875,,2024-06-17 08:57:20
3657,Tripelennamine HCl,Drosophila melanogaster,Canton S,25 mg/100 mL of medium,,,19.0,NS,27.0,NA,Female,,NA,No,4397875,,2024-06-17 08:57:20
3656,Doxylamine succinate,Drosophila melanogaster,Canton S,25 mg/100 mL of medium,,,4.0,NS,5.0,NA,Female,,NA,No,4397875,,2024-06-17 08:57:20
3655,Doxylamine succinate,Drosophila melanogaster,Canton S,100 mg/100 mL of medium,,,22.0,NS,10.0,NA,Female,,NA,No,4397875,,2024-06-17 08:57:20
3654,Carbinoxamine maleate,Drosophila melanogaster,Canton S,4 mg/100 mL of medium,,,25.0,NS,31.0,NA,Female,,NA,No,4397875,,2024-06-17 08:57:20
3653,Phenylbutazone,Drosophila melanogaster,Canton S,100 mg/100 mL of medium,,,22.0,NS,38.0,NA,Female,,NA,No,4397875,,2024-06-17 08:57:20
3652,Indomethacin,Drosophila melanogaster,Canton S,31 mg/100 mL of medium,,,19.0,NS,33.0,NA,Female,,NA,No,4397875,,2024-06-17 08:57:20
3651,Bismuth sodium tryglycollamate,Drosophila melanogaster,Canton S,310 mg/100 mL of medium,,,13.0,NS,9.0,NA,Female,,NA,No,4397875,,2024-06-17 08:57:20
3650,Acetaminophen,Drosophila melanogaster,Canton S,650 mg/100 mL of medium,,,-10.0,NS,-6.0,NA,Female,,NA,No,4397875,,2024-06-17 08:57:20
3649,Dexamethasone sodium phosphate,Drosophila melanogaster,Canton S,0.5 mg/100 mL of medium,,,1.0,NS,3.0,NA,Female,,NA,No,4397875,,2024-06-17 08:57:20
3648,Sodium salicylate,Drosophila melanogaster,Canton S,175 mg/100 mL of medium,,,25.0,S,27.0,NA,Female,,NA,No,4397875,,2024-06-17 08:57:20
3647,Salicylamide,Drosophila melanogaster,Canton S,650 mg/100 mL of medium,,,44.0,S,42.0,NA,Female,,NA,No,4397875,,2024-06-17 08:57:20
3646,3:1 Mixture: salicyl-salicylic acid + aspirin,Drosophila melanogaster,Canton S,490 mg/100 mL of medium,,,12.0,NS,43.0,NA,Female,,NA,No,4397875,,2024-06-17 08:57:20
3645,Aluminum acetylsalicylate,Drosophila melanogaster,Canton S,680 mg/100 mL of medium,,,12.0,NS,6.0,NA,Female,,NA,No,4397875,,2024-06-17 08:57:20
3644,Fluprednisolone,Drosophila melanogaster,Canton S,0.047 mg/100 mL of medium,,,3.0,NS,-1.0,NA,Female,,NA,No,4397875,,2024-06-17 08:57:20
3643,Fluprednisolone,Drosophila melanogaster,Canton S,0.75 mg/100 mL of medium,,,23.0,S,9.0,NA,Female,,NA,No,4397875,,2024-06-17 08:57:20
3642,Procaine HCl,Drosophila melanogaster,Canton S,200 mg/100 mL of medium,,,3.0,NS,8.0,NA,Male,,NA,No,4397875,,2024-06-17 08:57:20
3641,Colchine,Drosophila melanogaster,Canton S,0.25 mg/100 mL of medium,,,16.0,NS,0.0,NA,Male,,NA,No,4397875,,2024-06-17 08:57:20
3639,Cyclizine HCl,Drosophila melanogaster,Canton S,50 mg/100 mL of medium,,,-8.0,NS,-13.0,NA,Male,,NA,No,4397875,,2024-06-17 08:57:20
3637,Chlorpheniramine maleate,Drosophila melanogaster,Canton S,16 mg/100 mL of medium,,,-1.0,NS,18.0,NA,Male,,NA,No,4397875,,2024-06-17 08:57:20
3636,Tripelennamine HCl,Drosophila melanogaster,Canton S,25 mg/100 mL of medium,,,18.0,NS,13.0,NA,Male,,NA,No,4397875,,2024-06-17 08:57:20
3635,Doxylamine succinate,Drosophila melanogaster,Canton S,100 mg/100 mL of medium,,,14.0,NS,9.0,NA,Male,,NA,No,4397875,,2024-06-17 08:57:20
3634,Doxylamine succinate,Drosophila melanogaster,Canton S,25 mg/100 mL of medium,,,4.0,NS,1.0,NA,Male,,NA,No,4397875,,2024-06-17 08:57:20
3633,Diphenhydramine HCl,Drosophila melanogaster,Canton S,25 mg/100 mL of medium,,,16.0,NS,6.0,NA,Male,,NA,No,4397875,,2024-06-17 08:57:20
3632,Diphenhydramine HCl,Drosophila melanogaster,Canton S,100 mg/100 mL of medium,,,14.0,NS,9.0,NA,Male,,NA,No,4397875,,2024-06-17 08:57:20
3631,Indomethacin,Drosophila melanogaster,Canton S,31 mg/100 mL of medium,,,0.0,NS,5.0,NA,Male,,NA,No,4397875,,2024-06-17 08:57:20
3630,Acetaminophen,Drosophila melanogaster,Canton S,650 mg/100 mL of medium,,,20.0,S,5.0,NA,Male,,NA,No,4397875,,2024-06-17 08:57:20
3629,Sodium salicylate,Drosophila melanogaster,Canton S,175 mg/100 mL of medium,,,4.0,NS,1.0,NA,Male,,NA,No,4397875,,2024-06-17 08:57:20
3628,3:1 Mixture: salicyl-salicylic acid + aspirin,Drosophila melanogaster,Canton S,490 mg/100 mL of medium,,,31.0,S,18.0,NA,Male,,NA,No,4397875,,2024-06-17 08:57:20
3627,Fluprednisolone,Drosophila melanogaster,Canton S,0.047 mg/100 mL of medium,,,15.0,NS,14.0,NA,Male,,NA,No,4397875,,2024-06-17 08:57:20
3626,Fluprednisolone,Drosophila melanogaster,Canton S,0.75 mg/100 mL of medium,,,16.0,NS,8.0,NA,Male,,NA,No,4397875,,2024-06-17 08:57:20
3625,Dexamethasone sodium phosphate,Drosophila melanogaster,Canton S,0.5 mg/100 mL of medium,,,29.0,S,21.0,NA,Male,,NA,No,4397875,,2024-06-17 08:57:20
3624,Polyvinylpyrrotidone,Drosophila melanogaster,cross between Canton S females with Oregon RC males,500 mg/100 mL of medium,,,7.0,NS,11.0,NA,Female,,NA,No,4397875,,2024-06-17 08:57:20
3623,Dexamethasone sodium phosphate,Drosophila melanogaster,cross between Canton S females with Oregon RC males,5 mg/100 mL of medium,,,-15.0,NS,17.0,NA,Female,,NA,No,4397875,,2024-06-17 08:57:20
3622,Meclofenoxate,Drosophila melanogaster,cross between Canton S females with Oregon RC males,120 mg/100 mL of medium,,,28.0,S,23.0,NA,Female,,NA,No,4397875,,2024-06-17 08:57:20
3621,Inositol,Drosophila melanogaster,cross between Canton S females with Oregon RC males,120 mg/100 mL of medium,,,17.0,NS,9.0,NA,Female,,NA,No,4397875,,2024-06-17 08:57:20
3620,Aspirin,Drosophila melanogaster,cross between Canton S females with Oregon RC males,20 mg/100 mL of medium,,,-14.0,NS,5.0,NA,Female,,NA,No,4397875,,2024-06-17 08:57:20
3619,Pantothenic acid,Drosophila melanogaster,cross between Canton S females with Oregon RC males,50 mg/100 mL of medium,,,2.0,NS,-3.0,NA,Female,,NA,No,4397875,,2024-06-17 08:57:20
3618,Hydrocortisone acetate,Drosophila melanogaster,cross between Canton S females with Oregon RC males,10 mg/100 mL of medium,,,30.0,S,18.0,NA,Female,,NA,No,4397875,,2024-06-17 08:57:20
3617,Hydrocortisone acetate,Drosophila melanogaster,cross between Canton S females with Oregon RC males,500 mg/100 mL of medium,,,25.0,S,20.0,NA,Female,,NA,No,4397875,,2024-06-17 08:57:20
3616,Polyvinylpyrrotidone,Drosophila melanogaster,cross between Canton S females with Oregon RC males,500 mg/100 mL of medium,,,4.0,NS,-3.0,NA,Male,,NA,No,4397875,,2024-06-17 08:57:20
3615,Pantothenic acid,Drosophila melanogaster,cross between Canton S females with Oregon RC males,50 mg/100 mL of medium,,,23.0,NS,1.0,NA,Male,,NA,No,4397875,,2024-06-17 08:57:20
3614,Inositol,Drosophila melanogaster,cross between Canton S females with Oregon RC males,120 mg/100 mL of medium,,,1.0,NS,-4.0,NA,Male,,NA,No,4397875,,2024-06-17 08:57:20
3613,Aspirin,Drosophila melanogaster,cross between Canton S females with Oregon RC males,20 mg/100 mL of medium,,,30.0,S,5.0,NA,Male,,NA,No,4397875,,2024-06-17 08:57:20
3612,Hydrocortisone acetate,Drosophila melanogaster,cross between Canton S females with Oregon RC males,120 mg/100 mL of medium,,,32.0,S,15.0,NA,Male,,NA,No,4397875,,2024-06-17 08:57:20
3611,Hydrocortisone acetate,Drosophila melanogaster,cross between Canton S females with Oregon RC males,10 mg/100 mL of medium,,,32.0,S,16.0,NA,Male,,NA,No,4397875,,2024-06-17 08:57:20
3610,Mifepristone,Caenorhabditis elegans,N2,400 μg/mL,,,-9.0,NS,,NA,Unknown,,NA,No,32648907,Unmated animals,2024-06-17 08:57:20
3606,Thioflavin T,Caenorhabditis briggsae,HK104,50 μM,,,10.53,S,,NA,Unknown,,NA,No,31820364,,2024-06-17 08:57:20
3605,Thioflavin T,Caenorhabditis elegans,N2,50 μM,,,27.78,S,,NA,Unknown,,NA,No,31820364,,2024-06-17 08:57:20
3604,Thioflavin T,Caenorhabditis elegans,MY16,50 μM,,,75.0,S,,NA,Unknown,,NA,No,31820364,,2024-06-17 08:57:20
3599,Resveratrol,Caenorhabditis briggsae,JU1348,100 μM,,,4.0,NS,,NA,Unknown,,NA,No,31820364,,2024-06-17 08:57:20
3598,Resveratrol,Caenorhabditis briggsae,HK104,100 μM,,,2.99,NS,,NA,Unknown,,NA,No,31820364,,2024-06-17 08:57:20
3597,Resveratrol,Caenorhabditis elegans,N2,100 μM,,,5.36,S,,NA,Unknown,,NA,No,31820364,,2024-06-17 08:57:20
3596,Resveratrol,Caenorhabditis elegans,N2,100 μM,,,11.76,S,,NA,Unknown,,NA,No,31820364,,2024-06-17 08:57:20
3595,Resveratrol,Caenorhabditis elegans,MY16,100 μM,,,20.0,S,,NA,Unknown,,NA,No,31820364,,2024-06-17 08:57:20
3594,Resveratrol,Caenorhabditis elegans,JU775,100 μM,,,41.18,S,,NA,Unknown,,NA,No,31820364,,2024-06-17 08:57:20
3593,Propyl gallate,Caenorhabditis briggsae,HK104,200 μM,,,1.0,NS,,NA,Unknown,,NA,No,31820364,,2024-06-17 08:57:20
3592,Propyl gallate,Caenorhabditis briggsae,JU1348,200 μM,,,0.0,NS,,NA,Unknown,,NA,No,31820364,,2024-06-17 08:57:20
3591,Propyl gallate,Caenorhabditis elegans,N2,200 μM,,,4.17,S,,NA,Unknown,,NA,No,31820364,,2024-06-17 08:57:20
3590,Propyl gallate,Caenorhabditis elegans,JU775,200 μM,,,35.29,S,,NA,Unknown,,NA,No,31820364,,2024-06-17 08:57:20
3589,Propyl gallate,Caenorhabditis elegans,MY16,200 μM,,,12.14,S,,NA,Unknown,,NA,No,31820364,,2024-06-17 08:57:20
3588,Propyl gallate,Caenorhabditis elegans,N2,200 μM,,,11.76,S,,NA,Unknown,,NA,No,31820364,,2024-06-17 08:57:20
3587,NP1,Caenorhabditis briggsae,JU1348,50 μM,,,12.0,NS,,NA,Unknown,,NA,No,31820364,,2024-06-17 08:57:20
3586,NP1,Caenorhabditis briggsae,HK104,50 μM,,,-18.27,S,,NA,Unknown,,NA,No,31820364,,2024-06-17 08:57:20
3585,NP1,Caenorhabditis briggsae,AF16,50 μM,,,0.0,NS,,NA,Unknown,,NA,No,31820364,,2024-06-17 08:57:20
3584,NP1,Caenorhabditis elegans,N2,50 μM,,,23.53,S,,NA,Unknown,,NA,No,31820364,,2024-06-17 08:57:20
3583,NP1,Caenorhabditis elegans,MY16,50 μM,,,12.14,S,,NA,Unknown,,NA,No,31820364,,2024-06-17 08:57:20
3582,NP1,Caenorhabditis elegans,JU775,50 μM,,,34.4,S,,NA,Unknown,,NA,No,31820364,,2024-06-17 08:57:20
3581,NP1,Caenorhabditis elegans,JU775,50 μM,,,23.53,S,,NA,Unknown,,NA,No,31820364,,2024-06-17 08:57:20
3578,Trimethobenzamine-HCL,Drosophila melanogaster,Canton-S,200 μM,,,0.92,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3576,Trimethobenzamine-HCL,Drosophila melanogaster,Canton-S,20 μM,,,-2.14,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3575,Pinvarium Bromide,Drosophila melanogaster,Canton-S,20 μM,,,-7.35,S,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3574,PlusMinusButaclamol-HCL,Drosophila melanogaster,Canton-S,20 μM,,,-3.3,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3573,Pinvarium Bromide,Drosophila melanogaster,Canton-S,200 μM,,,5.4,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3572,Hydroxyprogesterone caproate,Drosophila melanogaster,Canton-S,200 μM,,,-1.53,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3571,Gedunin,Drosophila melanogaster,Canton-S,20 μM,,,4.45,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3570,Gedunin,Drosophila melanogaster,Canton-S,200 μM,,,-0.34,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3568,3-methoxycatechol,Drosophila melanogaster,Canton-S,20 μM,,,-5.42,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3567,3-methoxycatechol,Drosophila melanogaster,Canton-S,200 μM,,,1.62,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3566,Scriptaid,Drosophila melanogaster,Canton-S,200 μM,,,-6.18,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3565,MG624,Drosophila melanogaster,Canton-S,20 μM,,,-1.26,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3564,Vinblastine Sulfate,Drosophila melanogaster,Canton-S,20 μM,,,-5.08,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3563,Trifluoperazine-HCl,Drosophila melanogaster,Canton-S,200 μM,,,1.63,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3562,Vortioxetine,Drosophila melanogaster,Canton-S,20 μM,,,-0.77,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3561,Tetracaine,Drosophila melanogaster,Canton-S,200 μM,,,3.18,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3560,Thiostrepton,Drosophila melanogaster,Canton-S,20 μM,,,-12.13,S,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3559,Sodium Nitroprusside,Drosophila melanogaster,Canton-S,20 μM,,,-1.69,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3558,SKF83959,Drosophila melanogaster,Canton-S,200 μM,,,-4.82,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3557,SKF83959,Drosophila melanogaster,Canton-S,20 μM,,,-5.14,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3556,Methoxycatechol,Drosophila melanogaster,Canton-S,20 μM,,,1.37,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3554,Methoxycatechol,Drosophila melanogaster,Canton-S,200 μM,,,-3.25,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3553,IMS2186,Drosophila melanogaster,Canton-S,200 μM,,,-10.04,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3552,IBet,Drosophila melanogaster,Canton-S,200 μM,,,-2.3,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3551,IBet,Drosophila melanogaster,Canton-S,20 μM,,,-3.7,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3550,Genistein,Drosophila melanogaster,Canton-S,200 μM,,,-9.17,S,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3549,Furosemide,Drosophila melanogaster,Canton-S,20 μM,,,-3.76,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3548,Furosemide,Drosophila melanogaster,Canton-S,200 μM,,,-5.49,S,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3547,Flunarizine,Drosophila melanogaster,Canton-S,200 μM,,,-7.26,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3546,Ethotoin,Drosophila melanogaster,Canton-S,200 μM,,,2.15,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3545,Ethotoin,Drosophila melanogaster,Canton-S,20 μM,,,-0.1,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3544,Carbidopa,Drosophila melanogaster,Canton-S,200 μM,,,-0.15,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3543,Alln,Drosophila melanogaster,Canton-S,200 μM,,,-11.11,S,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3542,Alln,Drosophila melanogaster,Canton-S,20 μM,,,-4.05,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3540,Sulindac Sulfide,Drosophila melanogaster,Canton-S,20 μM,,,-0.63,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3539,Sulindac Sulfide,Drosophila melanogaster,Canton-S,200 μM,,,-1.8,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3538,Nebirapine,Drosophila melanogaster,Canton-S,200 μM,,,1.54,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3537,Ononetin,Drosophila melanogaster,Canton-S,20 μM,,,8.08,S,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3534,Nebirapine,Drosophila melanogaster,Canton-S,20 μM,,,3.99,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3533,Lamotrigine,Drosophila melanogaster,Canton-S,20 μM,,,5.41,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3532,JSK,Drosophila melanogaster,Canton-S,200 μM,,,-0.88,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3531,Doxazosin mesylate,Drosophila melanogaster,Canton-S,200 μM,,,-3.7,S,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3530,Doxazosin mesylate,Drosophila melanogaster,Canton-S,20 μM,,,-3.12,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3529,ZD7114,Drosophila melanogaster,Canton-S,200 μM,,,7.51,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3526,Sulfacetamide,Drosophila melanogaster,Canton-S,20 μM,,,4.72,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3525,Sulfacetamide,Drosophila melanogaster,Canton-S,200 μM,,,-0.65,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3524,SR27897,Drosophila melanogaster,Canton-S,200 μM,,,5.8,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3523,Salsalate,Drosophila melanogaster,Canton-S,20 μM,,,6.76,S,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3519,Oxarbazepine,Drosophila melanogaster,Canton-S,20 μM,,,2.84,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3518,Nafadotride,Drosophila melanogaster,Canton-S,200 μM,,,5.55,S,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3517,Mycophenolic acid,Drosophila melanogaster,Canton-S,200 μM,,,6.08,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3516,Morpholinosydnonimine HCl,Drosophila melanogaster,Canton-S,20 μM,,,6.81,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3514,Lorglumide Sodium,Drosophila melanogaster,Canton-S,20 μM,,,5.31,S,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3512,Lorglumide Sodium,Drosophila melanogaster,Canton-S,200 μM,,,3.66,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3510,Geldanamycin,Drosophila melanogaster,Canton-S,200 μM,,,5.56,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3509,Levosulpiride,Drosophila melanogaster,Canton-S,200 μM,,,4.9,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3508,Levosulpiride,Drosophila melanogaster,Canton-S,20 μM,,,0.84,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3507,Geldanamycin,Drosophila melanogaster,Canton-S,20 μM,,,0.22,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3506,Itraconazole,Drosophila melanogaster,Canton-S,200 μM,,,1.05,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3505,Fluvoxamine,Drosophila melanogaster,Canton-S,20 μM,,,13.68,S,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3504,Ethoxzolamide,Drosophila melanogaster,Canton-S,200 μM,,,7.19,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3503,Eserine hemisulfate salt,Drosophila melanogaster,Canton-S,200 μM,,,4.08,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3502,DTT,Drosophila melanogaster,Canton-S,20 μM,,,8.26,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3501,Dihydroxyflavone,Drosophila melanogaster,Canton-S,20 μM,,,-1.63,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3500,Cryptotanshinone,Drosophila melanogaster,Canton-S,200 μM,,,13.41,S,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:20
3495,Auraptene,Drosophila melanogaster,Canton-S,20 μM,,,5.9,S,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:20
3494,Amlexanox,Drosophila melanogaster,Canton-S,200 μM,,,0.52,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:19
3493,Amlexanox,Drosophila melanogaster,Canton-S,20 μM,,,2.33,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:19
3489,ScopolamineNbutylbromide,Drosophila melanogaster,Canton-S,200 μM,,,7.08,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:19
3488,NSC666076,Drosophila melanogaster,Canton-S,200 μM,,,4.08,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:19
3487,ScopolamineNbutylbromide,Drosophila melanogaster,Canton-S,20 μM,,,2.21,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:19
3486,SCH23390,Drosophila melanogaster,Canton-S,20 μM,,,-3.12,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:19
3483,PropanthelineBromide,Drosophila melanogaster,Canton-S,200 μM,,,-1.06,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:19
3482,Dofetilide,Drosophila melanogaster,Canton-S,200 μM,,,3.98,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:19
3481,PropanthelineBromide,Drosophila melanogaster,Canton-S,20 μM,,,-0.13,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:19
3480,NSC666076,Drosophila melanogaster,Canton-S,20 μM,,,9.77,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:19
3479,Methoxypsoralen,Drosophila melanogaster,Canton-S,200 μM,,,-5.75,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:19
3478,Limonin,Drosophila melanogaster,Canton-S,200 μM,,,-3.55,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:19
3477,Eserine,Drosophila melanogaster,Canton-S,200 μM,,,-1.39,NS,,NA,Male,,NA,No,33008901,,2024-06-17 08:57:19
3476,Dofetilide,Drosophila melanogaster,Canton-S,20 μM,,,-2.25,NS,,NA,Female,,NA,No,33008901,,2024-06-17 08:57:19
